标题	年份	类型	国家	时长	评分	人数	概括	链接
亚特兰蒂斯 Atlantis	1991	纪录片/音乐	法国 / 意大利	78	8.2	1736	　　亚特兰提斯是传说中一片位于大西洋底下被淹没的神秘陆地，本片中动物是唯一的演员，导演吕克·贝松带领观众进入美丽的海底世界，因为他想要证实海底下的世界，也有和我们社会一样的组织，也可以说《亚特兰提斯》是《碧海蓝天》所衍伸出来的副命题。　　《亚特兰提斯》片中没有对白，只有音乐与画面的结合，给予观众纯视觉的享受，影片中的音乐表现不同的生活面貌与心灵层面。吕克·贝松设定了几个主题来描绘“海底的一天”，如“内心”、“旋律”、“悸动”、“黑暗”、“温柔”、“爱”、“恨”等，本片也是部充满环保意识的片子，值得大家一同来欣赏。	http://movie.douban.com/subject/1292582/	
地球的故事 Earth Story	1998		英国	-9999	9.2	274	　　在过去的四亿年间，生命已由简单的单细胞进化成今日复杂而种类繁多的动植物。科学家从活跃的火山口，到无底的深渊，揭露转动不停的地球令人惊讶的变化。当科学家对地球的历史有进一步的了解时，它们发现改变地球的力量，对生物的进化过程有深远的影响。板块的运动，地质的形成；火山的爆发，地震的产生，不但重组了陆地，亦令地貌不停的改变，使新生命不断进化成新形态。	http://movie.douban.com/subject/1923611/	
地球的力量 Earth: The Power of the Planet	2007	纪录片	英国	-9999	9.4	1405	　　45亿年，是一个怎样漫长的光景。浩瀚的宇宙，又是怎样辽阔的疆域。在漫无边际的天际，有如微尘一般的地球，却孕育着数以万计且多姿多彩的生命。追溯过往，发现生命繁荣的起点竟如此苛刻，一切万年不遇，一切宛如神迹。　　BBC走遍地球每一个角落，向我们揭示了生命之初的奥秘。他们告诉世人，那场为我们所恐惧的，以及常为我们所忽视的，竟然曾起着如此至关重要的作用。火山、大气层、冰川和海洋，它们是人类乃至一切有生的源头。《地球的力量》制作组将通过5集纪录片，为我们再现那颗蓝色的星球，从无到有、从简到繁最为壮丽的时刻……	http://movie.douban.com/subject/3035403/	
鲨鱼海洋 Sharkwater	2006	纪录片	加拿大	89	9.1	1349	　　作为地球上数目最为庞大的体重超过100磅的顶级捕食者，长期以来，鲨鱼被种种传闻塑造成为海中恶霸，甚至有传言说它可以生吞下整个活人。然而人们并没有意识到4亿年以来，正是由于鲨鱼的存在，才使得整个海洋生态系统维持稳定，从而塑造了这个世界以及整个陆地的生命史。可是，这一存在于地球几亿年的古老的物种，如今却遭遇灭顶之灾。由于鱼翅交易所带来的暴利，大批鲨鱼被捕杀，由于对于鲨鱼缺乏科学的认识，捕杀鲨鱼的行为并未受到过多限制，鲨鱼正在以惊人的数目锐减。幸运的是，许多认识到这一点的人们开始行动起来，他们冒着被渔翅业黑手党杀害的危险，战斗在保护鲨鱼的最前线……　　本片入选加拿大多伦多国际电影节前十作品榜单，获得包括夏威夷电影节评委会特别奖在内的15项国际大奖。	http://movie.douban.com/subject/1870687/	
深海猎奇 Deep Sea	2006	纪录片/短片	加拿大 / 美国	41	8.4	647	　　1973年，人类意外地发现，在完全没有阳光的深海热泉口旁与管虫共生的细菌旺盛地生活着，有些是我们至今所知最古老的物种，意味着这里可能是远古时期生命起源的地方。本片内容将在海怪号以及水螅号两艘潜艇的带领下，深入海底与世隔绝的地方，探访远古时期生命起源的所在。　　首先潜艇将带领我们下潜600公尺深海域，进入永远处于黑暗中的世界，全程追踪观察地球上最大肉食动物抹香鲸，追捕地球上最大无脊椎动物大王鱿鱼等难得一见的精彩猎食过程。接着潜艇更将带领我们下潜超过1500公尺深的海底，在水温接近冰点及潜艇表面承受压力超过每平方公分218公斤下，惊险进入海底热泉喷口严峻环境处，饱览超热海水由海底裂缝涌出的惊险画面，以及一旁大型管虫、热泉蟹等等颠覆传统思维的生态体系，这些都是世人从未见过的景像。最后，潜艇巧遇抹香鲸追捕大王鱿鱼群，在一阵惊险混乱碰撞中，潜艇船长实时起动自动快...	http://movie.douban.com/subject/1583295/	
加拉帕戈斯 Galápagos	2006	纪录片	UK	-9999	9.4	1129	　　加拉帕格斯群岛（又名科隆群岛）隶属厄瓜多尔，以其保持原始风貌的独特生物物种而闻名于世，素有“生物进化活博物馆”之称，1979年被列入世界遗产名录。　　群岛总面积7882平方公里，由长达130公里的第一大岛伊莎贝拉岛、四个稍小一点的岛、以及总面积1平方公里多的14个小岛组成，才外还有许多岩礁和小礁。群岛最高处是伊莎贝拉岛上的沃尔夫火山，海拔1707米。　　加拉帕格斯群岛是由四五百万年前巨大的海底火山喷发形成的，在一百多万年前浮出海面。直到现在，岛上的火山喷发还时有发生，群岛最西边的伊莎贝拉岛和费尔南迪岛上的火山一直没有消停，最近的两次喷发是在1995年和1998年。这里的火山不高，但面积很大，一座海拔不过千米的火山，直径能达20千米。　　群岛的位置极其特殊，正处在寒暖洋流交汇处，来自南部的秘鲁寒流和北部的赤道暖流交汇于此。这里的海洋生物丰富异常，喜寒、喜暖动...	http://movie.douban.com/subject/2147083/	
熊 Bears	2004	纪录片/短片	加拿大 / 美国	39	8.9	556	　　山峦绵延，沉浸在肃穆之中。《熊》的开篇，导演让－雅克·阿诺用全景镜头将我们置身于广袤的自然之中。这里仿佛是另一个星球，只见一只小熊正笨拙地掏食蜂蜜。这时，它的母亲闻到了蜂窝的香味，用力地往石碓下刨……小熊名叫约克，长毛掩住了它的眼睛，它正专心享受着，却不知灾难即将降临：石碓突然坍塌，大熊被砸死了。小熊嗷嗷地叫着，推着母亲的身体，期待它重新站起来。过了许久，它终于意识到妈妈再也不可能苏醒，从今往后自己将独立谋生了。饥肠辘辘的小熊开始自己迷失，青蛙、蝴蝶都成了它追逐的对象……	http://movie.douban.com/subject/1422960/	
蒙哥 The Meerkats	2008	纪录片	英国	83	9.1	3990	　　非洲南部喀拉哈里平原，火热的太阳炙烤大地，在这片古老而沧桑的土地上，无数生灵繁衍生息。它们遵循着优胜略汰、弱肉强食的法则，顽强地度过每一天。　　科洛（Carlo），一只猫鼬家族新出世的小成员，它的家族在动物王国里并不强大，猎鹰、毒蛇以及其他大型动物时刻威胁着它们的生命。它们只有通力合作，才能在残酷的世界中生存下来。科洛从最初的懵懂无知，最终成长为家族中不可或缺的重要成员。　　本片荣获2008年东京国际电影节丰田地球奖特别奖。	http://movie.douban.com/subject/3012012/	
冰峰168小时 Touching the Void	2003	剧情/纪录片/冒险/运动	英国	106	8.7	3973	　　乔·辛普森与西蒙·耶茨是一对登山好搭档，他们一起挑战了无数高峰，这一次是秘鲁安第斯山峰。在成功登顶后，下撤的途中，乔发生意外，跌下陡坡，摔断了右腿。西蒙用绳索紧紧拉住他，在暴风雪中下撤。然而在途中，乔再次不幸落入冰洞，两人难以沟通，紧靠一根绳索把彼此连在一起。他们随时都有坠崖身亡的可能，僵硬的两个人也没有足够的食物和水源渡过难关。西蒙手里的刀在绳索上迟迟不决，而他的眼泪已经难以抑制的流了下来。在绳索的另一端，乔又有怎样的期盼，他能绝境逢生么？	http://movie.douban.com/subject/1310165/	
荒野求生 第一季 Man vs. Wild Season 1	2006	冒险/Reality-TV	英国 / 美国	-9999	9.4	7496	　　Discovery频道真人秀节目，曾服役于英国特种部队的求生专家贝尔·格里尔斯每集被空降到一处环境恶劣、甚至有致命危险的无人地，如雨林、沙漠、丘陵、冰原等，浑身只携带一点简陋工具，由摄影小组全程记录他的整个逃生过程。他会利用各种求生技巧，包括判断方向、寻找水源、获取食物等等，我们可以惊异地看着贝尔大啖蛆、生肉、昆虫、爬虫，如何利用自己的尿液，如何用木棍击杀野兔，如何对抗烈日、寻找夜间藏身之所，最终成功在时限之内到达有人类活动的领域。从而教会观众在同等险境中该如何脱身。	http://movie.douban.com/subject/2073809/	
奥林匹亚2：美的祭典 Olympia 2. Teil - Fest der Schönheit	1938	纪录片/运动	德国		9.0	817		http://movie.douban.com/subject/1299633/	
战地摄影师 War Photographer	2001	纪录片/战争	瑞士	96	9.0	3113	　　本部震撼人心的人物传记纪录片《战地摄影师》，忠实地记录下了国际著名战地摄影师詹姆斯·纳切威冒着生命的危险，深入世界各地炮火前沿，用一张张视角独特、构图精美的珍贵影像讲述，一次次战火纷飞中触目惊心的痛苦与伤痛。瑞士著名电视制片人C·弗雷，从1999年6月到2001年6月，一路跟踪采访纳切威的足迹。弗雷将一架特制的超小型摄像机挂在纳切威的照相机上，不仅使观众可以看到这位著名摄影师如何观察、如何拍摄，甚至可以使我们听到他的每一次呼吸和每一次按下的快门声，现场感极强。　　这位当今最著名的战地摄影师詹姆斯·纳切威，被誉为“最勇敢、最重要的战争摄影师”之一。自20世纪70年代初，他开始从事战地摄影工作。他的足迹几乎覆盖世界的每个角落，从阿富汗、波斯尼亚、卢旺达、萨尔瓦多，到北爱尔兰、库尔德斯坦、索马里、南非……本片荣获2002年第74届奥斯卡金像奖-最佳纪录长片提...	http://movie.douban.com/subject/1305552/	
小小摄影师的异想世界 Born Into Brothels: Calcutta&#39;s Red Light Kids	2004	纪录片	美国	85	8.8	4817	　　人生的悲哀不是历经坎坷，而是在奋力拼搏之后却发现命运早已注定。　　印度加尔各答市某个红灯区，这里贫穷和疾病蔓延，人们的生活没有任何希望。然而最令人不忍的是那些妓女的孩子，他们不仅要承受他人歧视的目光，还要过早去面对自己那早已被注定的黑暗命运。　　美国导演兼摄影师泽娜•布里斯基（Zana Briski）罗斯•考夫曼（Ross Kauffman）在这里找到8个妓女的孩子，教授他们使用照相机。这一台台小巧精密的机器点燃了孩子们的艺术天分，在阴霾的街区呈现出一片纯洁无邪的天地……	http://movie.douban.com/subject/1419136/	
时代精神 Zeitgeist	2007	纪录片/历史/战争	美国	122	8.8	3582	　　基督教， 911事件和联邦储备系统有什么共同点？《时代精神》以基督教的历史开端，分析了当代地缘政治格局的历史由来，并讨论当代各国政府的形态和终极目标。社会控制伴随着恐惧和分裂的产生，人们因为对权利和现实的不同观点而彻底分道扬镳。	http://movie.douban.com/subject/2975682/	
时代精神2 Zeitgeist: Addendum	2008	纪录片/历史/战争	美国	123	8.6	2715	　　影片从金融业和货币规则的形成入手，揭露了其存在与运行的本质，指出包括美联储、世界银行在内的金融机构吞噬财富、奴役人民的罪恶行径。并例举巴拿马、伊朗、伊拉克、厄瓜多尔、委内瑞拉发生的一系列政治事件，与以大财团为幕后指使的美国金融机构存在着密切联系。随后引申出当前广为关注的能源、民主等问题，而当今诸多棘手的问题的症结所在皆可追溯至现存的金融货币体制。　　部分学者据此提出“维纳斯计划”，旨在引导人类追求一个无货币、共同珍惜并合理利用地球现有资源的后乌托邦社会。而实现这一目标的前提，就是彻底打破现有的金融体制。　　人类的明天是天堂还是地狱？选择就在自己手中。	http://movie.douban.com/subject/3325170/	
