标题	年份	类型	国家	时长	评分	人数	概括	链接
艺术家 The Artist	2011	剧情/喜剧/爱情	法国 / 比利时 / 美国	100	8.4	64565	　　1927年，乔治·瓦伦丁（让·杜雅尔丹 Jean Dujardin 饰），是默片的最佳男主角。每次他在舞台上，都会逗得观众捧腹大笑。他的爱犬是黄金配角，其他女演员只有靠边站的份。一次，面对媒体采访，他无意中邂逅了一位表现欲超强的女子佩皮·米勒（贝热尼丝·贝乔 Béré nice Bejo 饰），尽管后者抢镜出风头，但是他还是儒雅以待。不过，这则头条新闻却压过了他的新戏，老板极为不满，老婆也醋性大发。后来，佩皮闯荡好莱坞，恰好与乔治重逢，这令他心神不宁，演戏频频NG。后来，与老板闹僵的乔治，决定自立门户，自编自导自演。与此同时，佩皮却借助有声电影的契机迅速蹿红，成为了首屈一指的明星。最终，他的默片与她的有声片档期撞车，一场在新与旧、情感与票房的争夺战拉开序幕……　　本片获69届金球奖最佳音乐片/喜剧片，让·杜雅尔丹获最佳音乐片/喜剧片影帝，及 64届戛纳...	http://movie.douban.com/subject/6097775/	
与玛格丽特的午后 La tête en friche	2010	喜剧	法国	82	8.7	11635	　　肥胖、粗俗而不失善良的50多岁男人基曼（杰拉尔·德帕迪约 Gérard Depardieu 饰）住在母亲花园旁的房车里，平时打理菜园，和朋友们泡小酒吧，时而和年轻女友安妮特（索菲·吉耶曼 Gisèle Casadesus 饰）在小窝里浪漫温存，过着平静的生活。然而，他的内心却有着不为人知的脆弱和苦楚，母亲在不想要他的情况下怀上了他，从来不知道父亲是谁；老师因为他的愚笨嘲弄；哥们儿喜欢他却又常常嘲笑他。女友想要个孩子，他却因自卑一直不肯答应，导致两人关系紧张。　　有一天，基曼在公园里遇到了一边养着鸽子一边在大声读小说章节的玛格丽特（吉赛勒·卡扎德絮 Gisèle Casadesus 饰），他荒芜的脑袋里开始萌芽。知识渊博的玛格丽特是一个退休的农艺学家，几乎花了她一生的时间用来周游世界和阅读文学作品。从此，基曼把午后的时间交给了玛格丽特的阅读......	http://movie.douban.com/subject/3796613/	
樱花盛开 Kirschblüten - Hanami	2008	剧情/爱情	德国		8.6	5181	　　鲁迪（艾尔玛·韦伯 Elmar Wepper 饰）和杜莉（汉娜萝蕾·艾尔斯纳 Hannelore Elsner 饰）是一对相濡以沫的老夫妻，但噩耗突然来临，杜莉得知鲁迪已经身患癌症且无救治希望，于是暗自隐瞒实情，说服他一同回到柏林，完成他长久以来的心愿。到了柏林的两位老人发现子女已经有了自己的忙碌生活，根本无暇顾及他们二人，于是其意去波罗的海度假，不料二人刚到达目的地住进旅馆的第二天，杜莉却在睡梦中去世了。伤心的鲁迪决定独自完成妻子未偿的心愿，他来到东京，看到杜莉一直向往的樱花盛开和富士山，并认识了一位年轻的传统舞者优（入月彩 饰），由她带他寻找杜莉曾经的日本舞梦想……	http://movie.douban.com/subject/2375792/	
这里的黎明静悄悄 А зори здесь тихие	1972	剧情/历史/战争	苏联	188	8.6	4991	　　本片根据鲍瓦西里耶夫于小说《这里的黎明静悄悄》改编。　　影片获1973年威尼斯国际电影节纪念奖、全苏电影节大奖，1975年又获列宁奖金。　　1942年之夏，瓦斯柯夫准尉带领两个班的女机枪手驻扎在一个靠近小车站的村子里。一天，班长丽达在不远的树林里发现了空降的德军。瓦斯柯夫带领一支小分队去搜查敌军，成员包括丽萨、迦尔卡、丽达、索妮娅、冉妮娅、等五个姑娘。队员们英勇牺牲了，受重伤的丽达不远连累准尉把儿子托付给他后饮弹自尽。备份的瓦斯柯夫一举歼灭敌军营，光荣完成了人物获得援救。多年后，瓦斯柯夫带着丽达那个现在是军官的儿子来到当年他母亲牺牲的小树林，对所有的女兵们表示了深深的敬意。	http://movie.douban.com/subject/1303075/	
飓风 The Hurricane	1999	剧情/传记/运动	美国	146	8.5	3585	　　一个黑人毛头小伙莱斯（维斯罗斯•雷恩•香农 Vicellous Reon Shannon 饰）在旧书市无意中淘到了拳王“飓风”鲁本•卡特（丹泽尔•华盛顿 Denzel Washington 饰）在狱中写的自传，并开始了对他的故事产生了兴趣。鲁本出生于贫寒家庭，幼年时嫉恶如仇，因此与当地的白人警察结怨。后来，他因为出色的身手，名震拳坛，绰号“飓风”。此后，他参加了越战成为荣誉军官，并在某舞会偶然结识了后来的妻子。当生活进入美满轨道的时候，一次新泽西酒吧杀人案彻底毁掉了他美好希望。莱斯与鲁本通信，了解到他蒙受不白之冤，便说服了朋友们，一起查找证据，希望揭开真相，令他重获自由，然而种族歧视的恶势力却在暗中百般刁难，意图把飓风困死在牢房……	http://movie.douban.com/subject/1294497/	
恶魔 Les diaboliques	1955	剧情/悬疑/惊悚/恐怖/犯罪	法国	114	8.5	4355	　　德拉萨尔寄宿学校里，女教师克里斯蒂娜和丈夫、校长米歇尔·德拉萨尔感情不偕，德拉萨尔对待他妻子也很粗暴。克里斯蒂娜经过长时间考虑，决定摆脱丈夫，在另一个教师、女友尼古尔的劝说下，她们决定实施一个谋杀计划……	http://movie.douban.com/subject/1293213/	
电话谋杀案 Dial M for Murder	1954	悬疑/惊悚/犯罪	美国	105	8.5	12558	　　汤尼（雷·米兰德 Ray Milland饰）和玛戈（格蕾丝·凯利 Grace Kelly 饰）是貌合神离的一对夫妻。汤尼常常为了他的事业和爱好，把娇妻忘在一边，二人感情亮出红灯。而生活寂寥的玛戈和作家马克不可避免的擦出爱之火花，他们约会、通信，不料竟被汤尼发现。汤尼没有 声张，只是写了一封匿名信给妻子以示警告。然而现在马克竟然造访家中，为了一雪耻辱，加之图谋得到妻子玛戈的丰厚财产，汤尼暗生毒计。 汤尼向旧时同学列斯开出了一千英镑的价钱，让其参与他布下的一整套严密杀人计划。这套计划有设计精妙的凶手不在场证据，电话、钥匙，窗帘，统统成为这个阴谋的道具设置。然而计划终究赶不上变化，列斯不但得不到赏金，还要赔上自己的性命。而汤尼却也急中生了智……	http://movie.douban.com/subject/1301231/	
最长的一天 The Longest Day	1962	剧情/动作/历史/战争	美国	178	8.4	5363	　　影片描绘的是登陆诺曼底的第一天所发生的事件，所谓最长的一天是该片分别从盟军和德军双方面的角度同时描述诺曼第登陆这一历史战役的来龙去脉，以及双方在此期间的重要反应，手法平实，场面逼真，让整个事件在观众眼前重现。并且粗中有细，无论是决策的将军还是登陆的士兵都写得栩栩如生：英军战机低空飞过攻击；美国特种部队遭德军射击；一群法国修女冒着枪林弹雨抢救联军伤兵……	http://movie.douban.com/subject/1293626/	
好家伙 Goodfellas	1990	剧情/传记/犯罪	美国	146	8.3	36708	　　本片根据真实故事改编，讲述了纽约黑手党血腥的江湖恩怨，把所谓的“江湖道义”还原为人性的丑陋与贪婪。　　亨利•希尔（雷•李欧塔 饰）从小不学无术，跟着老大保利，靠收取保护费、走私、抢劫，他娶了美丽的妻子凯伦，有可爱的女儿，迷人的情妇，名车豪宅，生活优渥。　　吉米•康维（罗伯特•德尼罗 饰）和汤米（乔•佩西 饰）是亨利的好朋友，三人一起经历和很多事情：杀死羞辱汤米的意大利黑手党头领比利•贝兹；策划德航劫案，并干掉同伙，私吞赃款；甚至背着老大保利贩毒。　　当然，他们的生活，除了享受金钱带来的权势之外，更多的，是朝不保夕的动荡：汤米因为比利•贝兹的死，被人枪杀；亨利自己因为贩毒被警方逮捕，其他人也受到牵连。　　凯伦想尽办法将亨利保释出来，此时他们已经一无所有，被人孤立，危机四伏。他们要想尽办法活下去，无论以怎样的方式，付出怎样的代价……	http://movie.douban.com/subject/1292268/	
大逃亡 The Great Escape	1963	剧情/历史/冒险	美国	172	8.4	3683	　　二战期间，德军的战俘营里，每个人都在渴望着自由。美国人希尔（史蒂夫•麦奎因 Steve McQueen 饰）在进入战俘营的第一天起，就一直计划着越狱。虽然他的十多次逃跑都以失败告终，但希尔从未放弃。这次，希尔和英国军官罗杰计划秘密挖掘隧道带领250人一起越狱。所有人都贡献出了自己的一分力配合这次计划，有人专门负责制作大家逃跑后需要穿着的平民服装、有人负责做假证件、还有人负责储备食品等等。然而就在他们的隧道大功告成那天，隧道却被德军发现了。逃跑计划的日期一天天临近，希尔他们又开始新一轮的挖掘工作。	http://movie.douban.com/subject/1294947/	
万箭穿心	2012	剧情/家庭	中国大陆	118	8.4	46551	　　90年代的武汉，一个普通家庭里丈夫马学武（焦刚 饰）是一家国企的厂办主任，妻子李宝莉（颜丙燕 饰）是汉正街的一名小贩，二人还有一个儿子小宝。一次企业分房让这个家庭住进了新房，岂料从搬家那天起一系列让人始料未及的变故接踵而来：丈夫马学武提出离婚、妻子发现丈夫出轨、无家可归的婆婆要入住新家，终于马学武在一系列打击下走向了自杀之路。宝莉的好友小景（赵倩 饰）把一切厄运归结于新房的风水不好，称之“万箭穿心”，个性倔强的李宝莉不愿妥协，决意撑起这个家……　　电影《万箭穿心》根据武汉籍著名作家方方的同名小说改编，入围第25届东京国际电影节主竞赛单元。	http://movie.douban.com/subject/10537853/	
焦土之城 Incendies	2010	剧情	加拿大	130	8.6	9328	　　双胞胎姐弟珍妮（梅丽莎·德索蒙斯-波林 Mélissa Désormeaux-Poulin饰）跟西蒙（马克西姆·高德特 Maxim Gaudette饰）收到过世的母亲娜瓦尔（卢布娜·阿扎宝 Lubna Azabal饰）的遗嘱，可当宣读完内容之后，两姐弟却一时难以接受这样的遗嘱：一份是写给他们从未蒙面的父亲；一份是写给她的第三个孩子——他们更是不知道这个哥哥的存在。影片巧妙的游走在两个不同的时空：母亲终其一生苦苦寻觅自己的长子；姐弟遵循母亲的遗嘱前往中东寻找他们的父亲与兄长。可越是穷其究竟，他们面对的越是理不清的头绪跟令人震惊的真相。　　本片改编自加拿大著名法语作家瓦基迪·穆阿瓦德的同名剧作。导演丹尼斯·维伦纽瓦荣获第83届奥斯卡金像奖最佳外语片提名。	http://movie.douban.com/subject/4935242/	
爱 Amour	2012	剧情/爱情	法国 / 德国 / 奥地利	127	8.4	33948	　　导演迈克尔·哈内克凭借本片再度勇夺金棕榈大奖。　　本片的两位老戏骨分别是威尼斯影后和戛纳柏林双料影帝。　　Anne（埃玛妞·丽娃 Emmanuelle Riva 饰）和Georges（让-路易斯·特林提格南特 Jean-Louis Trintignant 饰）这对老夫妻已经 80多岁了，他们都是退休的，有教养的音乐教师。他们的女儿Eva（伊莎贝尔·于佩尔 Isabelle Huppert 饰）也是一个音乐工作者，目前生活在国外。可是有一天，Anne突然中风，随后偏瘫，卧床不起。而正是从这一天开始，她和乔治斯的爱情，在某种程度上开始了考验......	http://movie.douban.com/subject/4798707/	
诺斯费拉图 Nosferatu, eine Symphonie des Grauens	1922	恐怖/奇幻	德国	94	8.3	3213	　　布特（古斯塔夫·冯·沃根海姆 Gustav von Wangenheim 饰）是一家不来梅地产公司的职员，受公司委派去一座古堡与诺斯费拉图伯爵（马科斯·夏瑞克 Max Schreck 饰）做房屋买卖交易，但是在古堡附近的旅店投宿时，人们得知他目的地的反应都很奇怪。到了古堡，见到面目枯槁、行为古怪的诺斯费拉图伯爵，也得知他昼伏夜出的生活习惯，布特对他的身份心生窦疑，终于探知他就是传说中的吸血鬼。布特逃出古堡，伯爵也一路奔向他买好的、位于不来梅的房子。布特回家后，得知吸血鬼伯爵已经到来，而且正是他令小城瘟疫肆虐，他和妻子艾伦（Greta Schröder 饰）一起，开始设法消灭吸血鬼伯爵……	http://movie.douban.com/subject/1296791/	
投奔怒海	1982	剧情	香港	109	8.4	4176	　　日本摄影记者芥川（林子祥）三年后重返刚刚解放的越南采访，遍地的生机令他心生欢喜，但当他无意间走进城市的另一隅结识当地女孩琴娘（马斯晨）后，方知之前所见不过是越共政府特意为他这样的外国记者安排的粉饰太平的假像。　　在琴娘并非刻意的“导游”下，越南平民百姓正处于水深火热中的悲惨生活逐渐被芥川尽收眼底。琴娘一家人、战后唯一留下来的某酒吧的老板娘（缪赛人）及她的正想方设法逃离越南的情人祖明（刘德华）等人的被越共任意践踏的自尊强烈地触动着芥川敏感善良的心，尽管他并无彻底改变他们命运的能力，却仍是尽力给予帮助。	http://movie.douban.com/subject/1296557/	
地心引力 Gravity	2013	剧情/科幻/惊悚/冒险	美国 / 英国	91	7.8	187569	　　深邃浩瀚的外层空间，蔚蓝的地球与深不见底、漆黑一片的宇宙形成鲜明对比。一台隶属美国的空间站，数名宇航人员正进行太空漫步，对所属卫星做着例行检查。初上太空的瑞安·斯通博士（桑德拉·布洛克 Sandra Bullock 饰）在经验丰富的宇航员麦特·科沃斯基（乔治·克鲁尼 George Clooney 饰）的协助下，有条不紊地检查每一个部件。此次是科沃斯基退休前的最后一次飞行，他幽默风趣地活跃着团队的氛围。就在此时，休士顿总部传来骇人消息，不久前行将废弃俄罗斯卫星被导弹击毁，碎片以超过子弹的速度在地球轨道上散开，并意外击中其他卫星，引起连锁反应制造了新的碎片。　　瑞安一行遭到碎片重创，有的同伴不幸身亡，而她和科沃斯基失去控制坠入宇宙深处。幸存的二人不得不彼此信赖，拼尽全力朝向故土前进……	http://movie.douban.com/subject/3793783/	
