标题	年份	类型	国家	时长	评分	人数	概括	链接
大卫·戈尔的一生 The Life of David Gale	2003	剧情/悬疑/惊悚/犯罪	美国 / 德国 / 英国	130	8.7	42299	　　贝茜•布鲁姆（凯特温斯莱 Kate Winslet饰）是纽约某新闻杂志的知名记者，她接到了一个任务是去采访一名死刑犯大卫•戈尔（凯文•斯帕西 Kevin Spacey 饰）。戈尔的罪名是强奸并谋杀了康丝坦斯•哈拉维，并将于周五下午6点被处以死刑，那么布鲁姆将要采访并记录的就是戈尔人生最后的三天，而此前戈尔拒绝了一切采访。布鲁姆起初对这个任务很不以为然，但在和戈尔的接触过程中，她发现一切并非表面呈现的那么简单，于是布鲁姆决定用仅剩的三天开始寻找真相……　　电影《大卫戈尔的一生》的导演艾伦•帕克凭借该片提名2003年柏林国际电影节金熊奖。	http://movie.douban.com/subject/1305725/	
伊万的童年 Иваново детство	1962	剧情/战争	苏联	95	8.6	7649	　　残酷的战争摧毁了12岁男孩伊万（Nikolay Burlyaev 饰）的童年，母亲和姐姐早年被德国军队杀害，小小年纪的伊万也不得不走上战场，成为一名在战火和死亡中穿梭的侦察兵。　　由于年龄的关系，中尉戈克森甚至不敢相信伊万的身份，但从科赫林上校（Valentin Zubkov 饰）的口中，他得知眼前这瘦小的男孩竟如此果敢。科赫林上校希望将伊万带离战场，送他到远方读书。然而伊万却拒绝离开，这个勇敢的男孩决心战斗到生命的最后一刻……　　本片荣获1962年旧金山国际电影节最佳导演奖和1962年威尼斯电影节金狮奖。	http://movie.douban.com/subject/1294421/	
日落大道 Sunset Blvd.	1950	剧情/黑色电影	美国	110	8.6	12170	　　过气演员诺玛（葛洛丽亚·斯旺森 Gloria Swanson 饰）已经将近50岁，曾经的风华绝代正在她居住的荒废豪宅里慢慢凋谢，身边只有好友马克思（埃里克·施特罗海姆Erich von Stroheim）伺奉。她没放弃重燃光辉的梦想，《莎乐美》的剧本正待编写，而逃避债务逃至此地的没落编剧乔（威廉·霍尔登 William Holden饰），正是这项事业的最佳候选。诺玛收留他住下，给他提供舒适的环境写作，并慢慢的倾心于他。但是，乔并不能接受这个青春已逝的妇人。他拒绝了她，并转过身和另一个美丽的女子谋划新的剧本，他们相爱，打得火热。　　诺玛得知了乔的“背叛”，她卑微地哀求他，却动摇不了他渐行渐远的心，诺玛终于举起枪对准正要离开的乔。	http://movie.douban.com/subject/1298733/	
战舰波将金号 Броненосец Потёмкин	1925	剧情/历史/战争	前苏联	75	8.5	7570	　　影片发生在1905年，一艘名为波将金号的战舰上，原本这是一艘沙皇海军的骄傲，可是因为连续数月的伙食太差，导致了一场哗变。沙皇海军波将金号战舰上，水兵的生活环境非常差，受着非人的待遇。一连数月，水兵的伙食很差，供应的牛肉甚至长满了蛆，引起了战舰上水兵们的极度不满。部分水兵策动起义，却受到了军官的镇压。指挥官下令枪杀叛乱者，但是由于起义之火在众人心中燃烧。行刑队拒绝开枪，起义者们拿起武器将军官丢入大海。波将金号被起义者们夺取，并驶入敖德萨石阶进行补给。敖德萨的群众对水兵们的遭遇非常同情，义愤填膺，纷纷声援起义的水兵。而群众的声援却遭致沙皇军队的镇压，一场血腥的屠杀就此展开……	http://movie.douban.com/subject/1293492/	
热情如火 Some Like It Hot	1959	喜剧	美国	120	8.7	10124	　　1930年代，动荡的芝加哥时常被强盗集团骚扰。乔（托尼•柯蒂斯）和杰利（杰克•莱蒙）本是乐团成员，两人因偶然目睹盗匪史巴克的手下在车库内射杀告密者而被穷追不舍。走投无路之下，他们男扮女装加入一女性乐团，并随该团来到迈阿密。　　该团中有位名叫秀珈（玛丽莲•梦露）的异常美丽性感女郎，乔晓得她一心想钓有钱人时，便化身石油王的公子企图得到她的芳心；另一面，杰利也对秀珈情有独钟，可是他却得到一位不知他是男儿身的富翁的不断纠缠，笑话迭生。不久，乔和杰利又遇史巴克一伙，只得再次逃亡，场面更加逗笑。	http://movie.douban.com/subject/1292574/	
两个人的车站 Вокзал для двоих	1982	爱情	苏联	141	8.6	3563	　　钢琴家普拉东（Oleg Basilashvili 奥列格•巴西拉什维利 饰）的妻子开车撞死了人，为了妻子，普拉东甘愿顶罪。在审判前的一个星期，普拉东赶回家见父亲的一面。途中，他经过了一个普通的、喧哗的车站。　　车站餐厅里，普拉东和美丽女服务薇拉（Lyudmila Gurchenko  留德米拉•古尔琴科 饰）相遇了。两人一开始因为普拉东抱怨餐厅的服务而互相结怨，尔后，普拉东和薇拉越聊越投契，普拉东还到了薇拉家作客。两人的爱情之火就在点点滴滴中点燃了，最终步入爱河。　　普拉东入狱了。在难得的家属探视日，薇拉千里迢迢来看普拉东了。两人在监狱外的木屋内度过了难忘的一晚。	http://movie.douban.com/subject/1297585/	
精英部队2：大敌当前 Tropa de Elite 2 - O Inimigo Agora É Outro	2010	剧情/动作/惊悚/犯罪	巴西	115	8.7	35736	　　4年前，臭名昭著的拉西欧监狱发生了一场暴动，这一事件引起里约热内卢州社会的广泛争论，也不同程度改变了许多人的命运。直接领导精英部队（BOPE）的罗伯特·纳西贝托中校（Wagner Moura 饰）由此荣升为安全局的副秘书长，拥有更大的施展空间；而他的爱将安德鲁·马蒂亚斯（André Ramiro 饰）被政客当作替罪羔羊，踢出了BOPE部队。当然，纳西贝托也遭受着来自政坛、战友和家人各方面的压力，他将一腔愤懑转化到工作中，不仅扩编强化了BOPE的实力，还通过一次次铁腕的打击荡涤了贫民区毒贩的罪恶势力。　　毒贩销声匿迹，黑暗的阴霾却未散去。以罗卡（Sandro Rocha 饰）等人为首的腐败警察势力进入贫民窟，他们欺行霸市，官匪勾结，成为里约州另一个难以祛除的顽疾……	http://movie.douban.com/subject/4304402/	
哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2	2011	动作/悬疑/奇幻	美国 / 英国	130	8.6	192843	　　当又一次和伏地魔（拉尔夫·费因斯 Ralph Fiennes 饰）的意识连通，哈利·波特（丹尼尔·雷德克里夫 Daniel Radcliffe 饰）断定最后一件魂器藏在霍格沃茨，于是和罗恩（鲁伯特·格林特 Rupert Grint 饰）、赫敏（艾玛·沃森 Emma Watson 饰）一同返回阴云密布的学校。在好友们的帮助下，他们成功驱逐了斯内普（艾伦·瑞克曼 Alan Rickman 饰），然而觉察到哈利目的的伏地魔则率领徒众向霍格沃茨逼近。食死徒、摄魂怪、巨人疯狂涌入这所有着悠久历史的魔法学校，正邪决战旋即爆发，一时间血雨腥风，死伤无数。从斯内普的眼泪中，哈利不仅了解到父辈的故事，也证实了藏缅于他体内最后的秘密。在此之后，他也和伏地魔迎来了最后的对决……　　本片根据英国作家J.K.罗琳的同名原著改编，也是“哈利·波特”系列影片的完结篇。	http://movie.douban.com/subject/3011235/	
用心棒	1961	剧情/动作/惊悚/犯罪	日本	110	8.7	7519	　　外表落魄邋遢的浪人武士三十郎（三船敏郎 饰）来到一个小镇，清兵卫（河津清三郎 饰）和新田丑寅（山茶花究 饰）两家恶霸在那里为争夺地盘，招兵买马经常争斗，弄得民不聊生。三十郎决定从中设计，引诱双方雇佣自己，再加入不同方造成两边拼斗，由此坐收渔利，消灭对方。 但随着丑寅弟弟卯之助（仲代达矢 饰）的加入，情况又发生了不同，他手里握有短枪，占得优势，清兵卫的势力被打败，三十郎甚至也受伤不轻。但是决战在所难免，椿三十郎独对丑寅、亥之吉等众人，身处劣势的他如何能剿灭对方呢？	http://movie.douban.com/subject/1292515/	
女人四十	1995	剧情/喜剧/家庭	香港	101	8.8	16061	　　家住旧楼、性情火爆的孙太阿娥（萧芳芳）每日奔走于家庭、公司之间，为家人、公司处处精打细算。她家中有做驾证考官的丈夫（罗家英）、正念大学的儿子（丁子峻）、待她若亲生女儿的婆婆及军人出身的臭脾气专横公公（乔宏）。丈夫弟妹一个住在富人区，一个远嫁台湾，平日与他们疏于联络。　　婆婆的突然病逝令公公变作痴呆老人，他脑里只有旧事若干、眼前只识阿娥一人，所做的荒唐事一件接连一件，阿娥一家疲于应对，在家安心做主妇的弟媳又不愿伸手相帮。阿娥与丈夫试过送公公去日间老人看护所、老人院，却一样不能省心。而给阿娥带来诸多乐趣的工作也因碰上年纪轻她、能力强她的对手令她烦心。但公公亦用自己的方式对人到40日渐有心无力的阿娥表示着感激。	http://movie.douban.com/subject/1308162/	
叫我第一名 Front of the Class	2008	剧情/传记	美国	98	8.7	76595	　　BoBo（詹姆斯•沃克 James Wolk 饰）患有先天性的妥瑞氏症，这种严重的痉挛疾病，导致他无法控制地扭动脖子和发出奇怪的声音。而这种怪异的行为，更是让他从小不被周围的人理解，在学校里老师经常批评他，同学们更是对他冷嘲热讽，就连他的父亲也对他失望透顶。只有他的母亲一直是他的坚实臂弯，母亲的坚持与鼓励，让他能够在正常人的生活里艰难前行。然而面对这个不能理解他的世界，BoBo一直在痛苦的漩涡里挣扎。直到在一次全校大会上校长在众人面前巧妙的让大家了解了BoBo的真实情况，让他有了成为一名关爱学生的教师的坚定梦想，即使因为这个病症让BoBo在寻求教师梦想的道路上遭到众人怀疑，屡屡受挫，但他始终坚持着自己的这份梦想, 为了找到一个愿意接受自己的学校，不抛弃梦想，不放弃信念，默默的努力。而他曾经曲折的人生道路在他的坚持下也开始慢慢好转…　　该片根据布拉德•科...	http://movie.douban.com/subject/4798888/	
熔炉 도가니	2011	剧情	韩国	125	9.1	114745	　　来自首尔的哑语美术老师仁浩（孔宥 饰）来到雾津，应聘慈爱聋哑人学校。天降大雾，他意外撞车，维修时邂逅了人权组织成员柔珍（郑有美 饰）。仁浩妻子早亡，8岁女儿天生哮喘由祖母照看，所以他不辞辛苦谋职养家。然而，双胞胎的校长与教导主任竟逼仁浩索贿5千万韩元。同时，仁浩逐渐发现学 校笼罩着一种紧张压抑的气氛，令人窒息。尤其有三个孩子引人关注：聪颖的金妍斗（金贤秀 饰）和贪吃的陈宥利（郑仁絮 饰）总是躲闪。全民秀（白承焕 饰）的弟弟自杀身亡，他总是满脸淤青。下课后，仁浩还听到女厕所中有呼喊与哭泣，在门卫的阻拦下他未深究。之后。他意外目睹了校长行贿警察，教导员毒打民秀，宿导溺罚妍斗的行径。一个惊天的隐秘被慢慢揭开，真相令韩国震惊……　　本片取材于2005年光州一所聋哑障碍人学校的真实事件，改编自自韩国作家孔枝泳的同名小说。	http://movie.douban.com/subject/5912992/	
卡里加里博士的小屋 Das Cabinet des Dr. Caligari	1920	惊悚/恐怖		71	8.7	4576	　　德国小镇，面目狰狞的卡里加里博士（沃纳·克劳斯 Werner Krauss饰）终于获准表演催眠术。大学生弗朗西斯（弗里德里希·费赫尔 Friedrich Feher饰）和艾伦（汉斯·海因里希 Hans Heinrich von Twardowski饰）也来观看。疯狂的卡里加里博士向众人展示他是如何催眠和控制他的搭档凯撒（康拉德·韦特 Conrad Veidt饰），并向众人宣布：凯撒可以回答大家提出的所有问题。好奇的艾伦问道：我能活多久？病态的凯撒回答：活到明天凌晨。弗朗西斯并不相信，可艾伦却是满脸惊恐。随之，艾伦真的被杀害了。弗朗西斯把消息告诉了好朋友珍妮（丽尔·达戈沃 Lil Dagover饰）和她的医生父亲。他们展开了多方追捕，可惊人的秘密却丝丝入扣，到底谁才是真正的凶手？　　本片是世界电影史上被谈论得最多的影片之一，是德国表现主义电影的里程碑之作...	http://movie.douban.com/subject/1292547/	
晚春 晩春	1949	剧情/家庭	日本	108	8.7	5020	　　居住在镰仓的大学教授曾宫周吉（笠志众 饰）早年丧偶，他与女儿纪子（原节子 饰）相依为命。纪子从小担负起家庭的重担，悉心照顾父亲的生活起居。转眼间，纪子已二十七岁，依旧待字闺中。纪子的姑姑（杉村春子 饰）和朋友（月丘梦路 饰）都很关心她的婚事，然而她却因为对父亲的依恋，不愿谈婚论嫁。　　不久姑姑为周吉介绍一名独身女子三轮秋子（三宅邦子 饰），周吉欣然同意。得知此事的纪子心中感到无限的怅然……　　本片为当年日本《电影旬报》评选十佳电影第一名。	http://movie.douban.com/subject/1307265/	
恐惧的代价 Le salaire de la peur	1953	剧情/惊悚/冒险	法国 / 意大利	131	8.7	3465	　　马里奥（伊夫·蒙当 Yves Montand 饰）是一个游手好闲的混混，在那个小镇里，所有的人都在找工作，可是没有一个人有正式的工作。就是这样一个贫穷的地方，每天还有无数人前来淘金，落魄的商人吉奥（查尔斯·文恩 Charles Vanel 饰）就是其中的一员。同时，命不久矣的鲁奇（Folco Lulli 饰）和嚣张跋扈的班巴（彼得·范·埃克 Peter van Eyck 饰）也出现在了当地鱼龙混杂的酒吧里，他们的目标只有一个，那就是赚钱。　　此时，500公里外的S•O•C石油公司的油井燃气了熊熊大火，为了灭火，必须有人驾驶着装有十吨硝化甘油的卡车开往此地，而对于公司的雇工来说，这无疑是自杀的举动，因为只要有任何一点点的颠簸和受热，十吨硝化甘油就将化为十吨威力无比的炸弹。无良的老板打起了混混们的主意，因为即使他们死了，也不会有工会来追究责任。马里奥、吉奥...	http://movie.douban.com/subject/1299932/	
追梦赤子心 Rudy	1993	剧情/传记/运动	美国	114	8.9	12771	　　《Rudy》是改编自丹尼尔· 鲁迪的真人真事。　　鲁迪（西恩·奥斯汀 Sean Astin 饰）全家都对橄榄球赛非常狂热，也是圣母大学队的忠实拥护者。高中毕业本想去圣母大学的鲁迪却因为成绩不好而放弃，毕业后进入了钢铁厂工作。22岁生日，好友送了他一件印有圣母大学字样的外套，并鼓励他去实现自己的梦想。好友在钢铁厂的意外死亡打击了鲁迪，他抛下了本已谈婚论嫁的女友，踏上了前往圣母大学的火车。进入大学以后，他学习、锻炼都格外刻苦，凭借顽强的斗志，被教练选入了校队的替补阵营，但他一直没有机会上场比赛。 终于在一场重要比赛的关键时刻替补出场，帮助球队拿下了比赛。出现在现场的父母和家人也兴奋不已。　　1975年之后，圣母大学队再没有人被当场抬起。1976年，鲁迪从圣母大学毕业，他的5个弟弟也都上了大学，并顺利毕业。	http://movie.douban.com/subject/1294753/	
超脱 Detachment	2011	剧情	美国	97	8.8	105088	　　亨利•巴赫特（艾德里安•布洛迪 Adrien Brody 饰）来到社区学校担任代课老师。学校因学生反叛、经营不善而濒临绝境，多丽丝（刘玉玲 饰）为首的一批教师备受煎熬。亨利的第一堂课就遭遇了顽劣学生的挑衅，但是被他巧妙地化解。他赢得了女教师萨沙（克里斯蒂娜•亨德里克斯 Christina Hendricks）的好感。同时，他的教学方式引起了同学们的兴趣，其中就包括因肥胖而苦闷的梅丽迪斯。她一直默默地承受着因体重带来的各种责骂与嘲笑。但是因为老师，她似乎又找到了一切的理由……　　但是，亨利其实内心也有很大的压力，他的爷爷处于弥留之际，他的母亲自杀阴影始终在脑海中萦绕。某天夜里，他在公车上黯然神伤，独自流泪。这情形被一个刚收到嫖客凌辱的雏妓艾瑞卡（萨米•盖尔 Sami Gayle 饰）看到了。她尾随他，希望获得他的帮助。他起初拒绝了她的要求，后来他还是把她...	http://movie.douban.com/subject/5322596/	
赛德克·巴莱(上)：太阳旗 賽德克·巴萊(上)太陽旗	2011	剧情/历史/战争	台湾	144	8.8	38816	　　本片根据雾社事件史实改编。　　1895年，《马关条约》割让台湾之后，日本遂即武力接收台湾，宝岛各地纷纷被攻破。而台湾山区因道路不通，原住民生活尚暂未受影响，雾社地区的赛德克人之中，马赫坡年轻一代的莫那鲁道（游大庆 饰）英勇过人，率族群与甘卓万人争斗不休。日人垂涎雾社地区的 丰富资源，试图染指但遭到赛德克人强烈抵抗，伤亡惨重，然终于借原住民族群之间的互相仇杀侵入了雾社。莫那鲁道只得忍辱投降，但心中的火苗从未熄灭。时间推至1930年，日本对于雾社原住民的“文明改造”历经多年，日语等所谓文明并未给予原住民平等的生活，日人的欺压和繁重劳作侵蚀着赛德克人的传统和尊严，多年的愤怒累积，终于在这一年全面喷发！	http://movie.douban.com/subject/10450409/	
泰坦尼克号 3D版 Titanic 3D	2012	剧情/爱情/历史/冒险/灾难	美国	194	9.4	147789	　　1912年4月10日，承载着民众万千希望的豪华游轮泰坦尼克号鸣着震耳欲聋的汽笛，由英国南安普顿驶向了大洋彼岸的纽约。头等舱内，美丽女孩罗丝（凯特·温丝莱特 Kate Winslet 饰）和她的母亲（弗兰西丝·费舍 Frances Fisher 饰）及未婚夫卡尔（比利·赞恩 Billy Zane 饰）相对而坐，可是罗丝从心底反感这样虚华无实的生活。绝望之际，她结识了不名一文的青年画家杰克（莱昂纳多·迪卡普里奥 Leonardo DiCaprio 饰）。杰克靠赌博赢得了下等舱的船票，他带着金丝雀一般的罗丝冲破樊笼，在底下层民众中间尽情享受人生的快乐。短短几日的相处，两人互生好感。然而横在他们中间的不仅有氏族阶层的坚固樊篱，更有一场史无前例的大灾难。罗丝和杰克那幼嫩的爱情之芽面临着生与死的严酷考验……　　本片根据真实事件改编，是1997年《泰坦尼克号》的3D...	http://movie.douban.com/subject/5450891/	
开罗紫玫瑰 The Purple Rose of Cairo	1985	喜剧/爱情/奇幻	美国	82	8.7	6164	　　三十年代美国经济大萧条，市面上一片荒芜。家庭主妇Cecilia（米亚·法罗 Mia Farrow 饰）白天应对沉闷的服务生工作（由于经济崩溃 ，很快也失去这份工作），晚上面对毫无情趣的丈夫。身为狂热影迷的她日日走进影院观看一部叫《开罗紫罗兰》的电影，熟习到连台词表情都能记住，电影里没有经济萧条，电影里是上流社会的宴席与取乐。这日奇怪的事发生了，戏里面的男主角Tom（杰夫·丹尼尔斯 Jeff Daniels 饰）从荧幕上走了下来！直接走到Cecilia面前，和她私奔。而电影里的人物也跟着议论纷纷，剧情不按剧情走，而变成了讨论会。　　Cecilia与Tom去游乐园，互诉衷情，虽然一开始很浪漫，但后来发现这并不能填饱肚子，男主角Tom在现实中的扮演者Gil（杰夫·丹尼尔斯 Jeff Daniels 饰）也出现了 ，同样为了夺得Cecilia芳心与Tom展开比...	http://movie.douban.com/subject/1292994/	
一次别离 جدایی نادر از سیمین	2011	剧情/家庭	伊朗	123	8.7	90583	　　纳德（佩曼•莫阿迪 Peyman Moadi 饰）与西敏（蕾拉•哈塔米 Leila Hatami 饰）是一对夫妻，他们的女儿叫特梅（萨日娜•法哈蒂 Sarina Farhadi 饰）。西敏希望一家三口移居国外，但是纳德坚决反对，原因是纳德的父亲患有老年痴呆症需要照顾。两人为此对薄公堂，准备离婚，但是法院驳回了她的请求。西敏赌气回了娘家。西敏走后，纳德分身乏术，聘请了一位护工瑞茨（萨瑞•巴亚特 Sareh Bayat 饰）照顾父亲。但是，父亲如厕问题始终困扰瑞茨，依《古兰经》教义，她感到禁忌重重。瑞茨的女儿陪伴在她左右，也令她分神。几个回合下来，纳德某次回家发现，父亲被绑在床上，出离愤怒的他推倒了瑞茨。没想到怀孕的瑞茨竟然流产，瑞茨丈夫怒不可遏将纳德告上了法庭，他们各执一词，然而真相却出人意料……　　本片在61届柏林电影节获金熊奖、最佳女演员和最佳男演员...	http://movie.douban.com/subject/5964718/	
少年派的奇幻漂流 Life of Pi	2012	剧情/奇幻/冒险	美国 / 台湾 / 英国 / 加拿大	127	9.0	419132	　　故事开始于蒙特娄，也结束于蒙特娄。一名在找寻灵感的作家（拉菲·斯波 Rafe Spall 饰）无意间得知派·帕帖尔（伊尔凡·可汗 Irrfan Khan 饰）的传奇故事。派的父亲（阿迪勒·侯赛因 Adil Hussain 饰）开了一家动物园。因这样特殊的生活环境，少年派（苏拉·沙玛 Suraj Sharma 饰 ）对信仰与人的本性自有一套看法。在派17岁那一年，他的父母决定举家移民加拿大以追求更好的生活，而他也必须离开他的初恋情人。在前往加拿大的船上，他们遇见一位残忍成性的法国厨师（杰拉尔·德帕迪约 Gérard Depardieu 饰）。当天深夜在茫茫大海中，原本令派感到刺激无比的暴风雨一瞬间就成了吞噬货船的大灾难。派却奇迹般地活了下来，搭着救生船在太平洋上漂流，而且有一名最令人意想不到的同伴——理查德·帕克，一只孟加拉老虎。神奇的冒险旅程就这样意...	http://movie.douban.com/subject/1929463/	
V字仇杀队 V for Vendetta	2005	剧情/动作/科幻/惊悚	美国 / 英国 / 德国	132	8.8	274001	　　未来的英国社会处于极权统治的高压下，不能容许同性恋者、异教徒等社会角色的存在，人民在黑暗政权下苟延残喘。　　这晚，年轻女子艾薇（娜塔丽·波特曼 Natalie Portman饰）身陷险境，幸得V（雨果·维文 Hugo Weaving饰）相助。V是一个永远带着面具的神秘男子，拥有高智商和超凡战斗力。V继承了前革命英雄的使命，为了推翻荒唐极权的统治阶层，他成立了神秘的地下组织，摧毁了伦敦的标志性建筑，点燃了反政府的熊熊烈火。　　艾薇和V深入接触，不仅得知了V的神秘使命，还渐渐发现原来自己的身世，注定了自己和V是同一条阵线的人。	http://movie.douban.com/subject/1309046/	
寂寞芳心 Issız Adam	2008	剧情/爱情	土耳其		8.7	9624	　　青年男子阿尔贝（瑟玛尔·侯奴 Cemal Hunal 饰）是一家餐厅的老板，有着很好的工作，事业成功，却过着离群索居的生活。他每天和不同的女人做爱，付她们钱，却从不留任何人过夜。他这样自由而孤独地生活着，自由却寂寞。直到他在二手书店邂逅了美丽的女子艾达（梅莉丝·柏坎 Melis Birkan 饰）。他对艾达一见钟情，并对她展开了热烈的追求。艾达自己经营着一家创意服装店，她从一开始就知道以阿尔贝这样的性格他们注定是分离的结局，但还是难以抵抗他迷人的魅力，与他陷入爱河。习惯了独住的阿尔贝一直无法舍弃自由的生活方式，难以完全溶入艾达，纵然她开朗、迷人，宛如天使。他挣扎，茫然，不知道该如何处理两人之间的关系......	http://movie.douban.com/subject/3443074/	
死囚越狱 Un Condamné à mort s&#39;est échappé	1956	剧情/惊悚/战争	法国	99	8.7	3928	　　本片取材于真人真事。故事讲述被判死刑的男主人公弗朗西斯(弗朗索瓦·莱特瑞尔 François Leterrier饰)在临刑前的几个小时内，如何成功越狱地扣人心弦的故事。为逃脱纳粹监狱，弗朗西斯策划了一场天衣无缝的逃亡计划。为确保计划万无一失，他不仅做足越狱准备，还在仅有的洗漱空挡，多次跟隔壁囚室的狱友联络，试图找到共同实施计划的同盟。可还没来得及他准备好一切时，就被判立刻执行死刑。最终他毅然带着年轻的囚犯男孩一起踏上了逃亡之路。　　极简的叙事结构，单一密闭的监狱空间，分秒必争的紧迫时间，罗伯特·布列松因本片荣获第10届戛纳电影节(1957)最佳导演奖。	http://movie.douban.com/subject/1303562/	
桃色公寓 The Apartment	1960	剧情/喜剧/爱情	美国	125	8.6	7855	　　C. C. Baxter（杰克·莱蒙 Jack Lemmon饰）是纽约一个大公司的小职员，他的单身公寓经常被公司的高层们用去当作幽会的场所，Baxter也因此获得不少升迁的机会。Baxter暗恋着公司的电梯女郎Fran Kubelik（雪莉·麦克雷恩 Shirley MacLaine 饰），这天他终于鼓起勇气约了她晚上一起去看一出戏剧。然而Baxter等了一晚却未见Fran的踪影，原来Fran是公司的高管有妇之夫Jeffery Sheldrake（弗莱德·麦克莫瑞 Fred MacMurray饰）的地下情人，那晚他们还在Baxter的公寓幽会。Jeffery信誓旦旦向Fran表示，他将和他的妻子离婚然后和她名正言顺地在一起。Fran相信了，然而几个星期后她又从Jeffery的上一任情人知晓了Jeffery所说的不过是个谎言。另一方面，在一个夜里，当B...	http://movie.douban.com/subject/1394218/	
无声婚礼 Nunta Muta	2008	剧情/喜剧	罗马尼亚 / Luxembourg / 法国		8.7	3046	　　故事发生在1953年的9月罗马尼亚的一个小村庄里，兰库（亚力山德鲁·波托西恩 Alexandru Potocean 饰）和玛拉（Meda Victor 饰）即将迎来他们盛大的婚礼，这一对男女是如此的相爱，除了做爱与结为夫妻，他们似乎再也无法找到什么更好的方式来传递他们的感情。然而，就在这大喜之时，传来了独裁者斯大林去世的消息，为了表达对他的祭奠，兰库和玛拉被告知他们必须取消婚礼。　　对于兰库和玛拉来说，一个无关紧要的人的死亡怎么能够阻挡他们的爱情？一场无声婚礼应运而生，这里的无声代表了彻底的静默，没有语言，亦没有碰撞，拉扯，咀嚼所带来的任何声响。对强权和独裁的反抗带给了村民们久违的快乐，却也让这特殊的婚礼最终演变成为了一场葬礼。	http://movie.douban.com/subject/3419943/	
狩猎 Jagten	2012	剧情	丹麦 / 瑞典	115	9.0	46517	　　刚刚和妻子离婚的卢卡斯（麦斯·米科尔森 Mads Mikkelsen 饰）目前在一家托儿所工作，心地善良个性温和的他很快就受到了同事和孩子们的喜爱，其中，一个名叫卡拉（安妮卡·韦德科普 Annika Wedderkopp 饰）的早熟女孩对卢卡斯尤为的亲近。面对女孩幼稚 而单纯的示好，卢卡斯只能婉转的拒绝，可令他没有想到的是，这一举动将他的生活推向了风口浪尖。　　卡拉报复性的谎言让卢卡斯背负起了性侵女童的罪名，一时间，这个好好先生成为了整个小镇排挤和压迫的对象。好友的愤怒，前妻的不信任，爱犬的死亡和陌生人的恶意让卢卡斯几近崩溃，而当小小的卡拉吐露真相之后，恶意却并没有随着卢卡斯的重获清白而划下句点。	http://movie.douban.com/subject/6985810/	
敲开天堂的门 Knockin&#39; on Heaven&#39;s Door	1997	剧情/喜剧/动作/犯罪	德国 / 比利时	87	8.6	5528	　　Martin Brest（蒂尔·施威格 Til Schweiger饰）和Rudi Wurlitzer（让·约瑟夫·莱佛斯 Jan Josef Liefers 饰）是两个身患不治之症的病人，两人在医院相遇了，相谈甚欢更一起喝了一瓶偶然找到的酒。两人喝醉后，Martin知道了Rudi一个秘密：长这么大Rudi竟然还没见过大海。Martin决定在Rudi临终之前实现他这个愿望。两人偷了一辆车，不想这辆车竟然是一黑帮老大的，里面更藏有大量现金。两人还一路抢劫，被警察追捕。黑帮的人为了追回车里的钱，也在追杀他们。在寻找大海的路上，两人到底要历经多少艰险，Martin和Rudi最后能否实现看一眼大海的愿望，天堂在前，两人要去敲开天堂的大门了......	http://movie.douban.com/subject/1294138/	
一九零零 Novecento	1976	剧情/爱情/历史/战争	意大利 / 法国 / 西德	245	8.7	2906	　　1901年1月27日，著名作曲家歌剧大师威尔弟去世，这也正是意大利北部两户家庭产子的同一天。阿弗雷德（罗伯特·德尼罗 Robert De Niro饰），富有的农场主的孙子；奥尔茂（杰拉尔·德帕迪约 Gérard Depardieu饰），贫穷的农户的孙子。两人从小就结下了友谊，然而因为地位阶级与出身经历的不同，注定了两人天壤之别的迥然人生。　　由意大利著名导演贝纳多·贝托鲁奇执导的史诗巨作《一九零零》，以20世纪初期意大利社会动荡时期为故事背景，时间跨越40年，讲述了阶级矛盾和家族纷争下仇恨和抗争的故事。本片被西方国家视为阶级斗争电影读本，加上电影情节的大胆尺度，影片被长期禁映。本片演员阵容豪华，巨星云集，包括罗伯特·德尼罗、杰拉德·德帕迪约、唐纳德·萨瑟兰、多米尼克·桑达、伯特·兰开斯特、斯特林·海登、斯坦芬尼·桑德莱里、劳拉·贝蒂等众多大牌明星。	http://movie.douban.com/subject/1300956/	
将军号 The General	1926	喜剧/动作/爱情/战争	美国		8.9	3547	　　1861年，Johnnie Gray（巴斯特·基顿 Buster Keaton 饰）是西部大西洋火车公司的一名员工，深爱着他的火车“将军号”，还有他的未婚妻（Marion Mack 饰）。南北战争爆发了，他的未婚妻让他去从军，军方却拒绝了他，认为让他开火车更有价值。他的未婚妻很生气，发誓除非看见他穿军装的样子，不然再也不和他说话。北军正在计划一个阴谋，准备劫走“将军号”，给南军来一次突袭。Johnnie发现了北军的诡计，更意外的在北军的阵营里解救了他的未婚妻。他必须将北军要突袭的情报带回南军的阵地，他一路上驾驶着“将军号”，遭遇重重追击。南北军大战一触即发......	http://movie.douban.com/subject/1292778/	
